Destination,State,Terrain,Remoteness_1to5,Area_Risk_Level,Num_People,Time_of_Visit,Mode_of_Travel,Age,Gender,Purpose,Inside_Restricted_Zone,Weather,Connectivity,Distance_to_Safe_Zone_km,Distance_to_High_Risk_Zone_km,Risk_Score,Safety_Score
Kohima,Nagaland,City,1,Low,4,Night,Cab,46+,Female,Night Stay,0,Rain,Good,1.38,2.67,0.49,Medium
Sandakphu,West Bengal,Trek Peak,4,High,2,Day,Cab,46+,Female,Pilgrimage,1,Clear,Poor,11.22,0.18,0.909,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,18-25,Female,Trekking,0,Clear,Good,2.41,0.66,0.311,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Bus,46+,Male,Night Stay,0,Rain,Poor,8.07,0.29,0.999,Extreme
Aizawl,Mizoram,City,1,Low,3,Day,Trekking,26-35,Male,Sightseeing,0,Rain,Good,1.18,2.15,0.367,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,18-25,Male,Trekking,0,Clear,Poor,11.52,1.3,0.728,High
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Cab,46+,Male,Trekking,0,Clear,Moderate,4.27,0.2,0.398,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Cab,46+,Female,Night Stay,0,Clear,Poor,8.96,0.6,0.946,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Bus,36-45,Male,Night Stay,0,Clear,Poor,8.02,0.89,0.923,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Cab,26-35,Female,Sightseeing,0,Rain,Good,2.97,1.87,0.282,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,1,Day,Bike,26-35,Female,Sightseeing,0,Clear,Good,1.2,1.97,0.344,Medium
Kohima,Nagaland,City,1,Low,5,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,2.4,0.61,0.1,Low
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,46+,Male,Pilgrimage,1,Clear,Poor,9.03,0.1,0.854,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,2.56,1.09,0.141,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Night,Bus,26-35,Male,Night Stay,0,Clear,Good,0.79,2.78,0.417,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,46+,Male,Sightseeing,1,Rain,Poor,5.25,0.35,0.927,Extreme
Majuli Island,Assam,Island,3,Medium,3,Day,Bus,26-35,Male,Sightseeing,0,Rain,Moderate,2.66,1.84,0.497,Medium
Kohima,Nagaland,City,1,Low,5,Day,Cab,46+,Male,Trekking,0,Clear,Good,1.2,1.15,0.177,Low
Kaziranga National Park,Assam,Wildlife,4,High,4,Night,Cab,26-35,Female,Night Stay,0,Fog,Poor,5.81,1.07,0.969,Extreme
Kamakhya Temple,Assam,Temple,1,Low,2,Day,Trekking,46+,Female,Trekking,0,Rain,Good,1.1,0.63,0.394,Medium
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,26-35,Male,Night Stay,0,Clear,Moderate,5.31,0.3,0.433,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Day,Cab,26-35,Male,Trekking,0,Clear,Good,2.34,1.3,0.196,Low
Kohima,Nagaland,City,1,Low,5,Day,Cab,18-25,Male,Sightseeing,0,Clear,Good,2.31,0.71,0.128,Low
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,18-25,Male,Pilgrimage,0,Rain,Moderate,3.49,2.01,0.462,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Good,1.23,0.9,0.111,Low
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Trekking,36-45,Female,Sightseeing,0,Clear,Poor,10.52,0.54,0.818,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,1,Day,Trekking,18-25,Male,Sightseeing,0,Clear,Good,1.35,1.4,0.352,Medium
Aizawl,Mizoram,City,1,Low,4,Night,Bus,46+,Male,Trekking,0,Clear,Good,1.42,0.62,0.35,Medium
Aizawl,Mizoram,City,1,Low,2,Day,Trekking,18-25,Male,Pilgrimage,0,Rain,Good,1.9,2.05,0.341,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Cab,26-35,Male,Sightseeing,0,Rain,Moderate,3.01,1.42,0.516,High
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Cab,36-45,Female,Trekking,1,Clear,Poor,6.36,1.11,0.929,Extreme
Aizawl,Mizoram,City,1,Low,5,Day,Bus,36-45,Male,Trekking,0,Clear,Good,2.31,1.8,0.166,Low
Nathula Pass,Sikkim,High Pass,5,High,1,Night,Bike,46+,Female,Trekking,1,Clear,Poor,10.06,1.28,1,Extreme
Gangtok,Sikkim,City,1,Low,5,Day,Cab,18-25,Female,Sightseeing,0,Rain,Good,1.39,2.38,0.225,Low
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,26-35,Female,Trekking,1,Rain,Poor,6.34,1.31,0.972,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Bus,46+,Female,Pilgrimage,0,Clear,Poor,8.71,1.38,0.836,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,36-45,Male,Trekking,0,Clear,Good,2.03,2.24,0.176,Low
Nathula Pass,Sikkim,High Pass,5,High,3,Day,Bike,18-25,Female,Trekking,0,Clear,Poor,6.36,0.84,0.896,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,46+,Male,Trekking,0,Clear,Good,1.67,2.7,0.167,Low
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Cab,26-35,Male,Trekking,0,Clear,Good,0.6,1.52,0.201,Low
Majuli Island,Assam,Island,3,Medium,2,Night,Trekking,46+,Female,Pilgrimage,0,Clear,Moderate,4.88,1.41,0.745,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Day,Bus,18-25,Male,Sightseeing,0,Clear,Good,1.81,0.53,0.138,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Cab,36-45,Female,Sightseeing,0,Clear,Poor,9.76,0.65,0.859,Extreme
Manas National Park,Assam,Wildlife,4,High,5,Night,Cab,18-25,Female,Sightseeing,0,Clear,Poor,5.76,0.51,0.845,Extreme
Kohima,Nagaland,City,1,Low,3,Day,Cab,18-25,Male,Pilgrimage,0,Clear,Good,2,0.87,0.16,Low
Kohima,Nagaland,City,1,Low,3,Day,Bus,46+,Male,Sightseeing,0,Fog,Good,0.83,1.84,0.194,Low
Imphal,Manipur,City,1,Low,4,Day,Bus,18-25,Female,Trekking,0,Clear,Good,0.62,2.23,0.161,Low
Kaziranga National Park,Assam,Wildlife,4,High,4,Day,Bus,18-25,Male,Sightseeing,0,Clear,Poor,5.62,1.32,0.637,High
Darjeeling,West Bengal,Hill Town,2,Low,2,Day,Bus,18-25,Female,Trekking,0,Clear,Good,1.39,2.54,0.23,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,46+,Female,Pilgrimage,0,Rain,Good,1.81,1.16,0.162,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,36-45,Male,Pilgrimage,0,Clear,Poor,11.39,1.13,0.685,High
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,2,Day,Bike,26-35,Female,Sightseeing,0,Clear,Good,0.55,2.56,0.328,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Bus,36-45,Female,Trekking,0,Clear,Moderate,5.23,1.13,0.41,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Day,Cab,46+,Female,Pilgrimage,0,Clear,Good,1.95,2.09,0.167,Low
Kamakhya Temple,Assam,Temple,1,Low,4,Night,Cab,36-45,Male,Night Stay,0,Rain,Good,2.73,0.77,0.484,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Day,Cab,36-45,Male,Pilgrimage,0,Clear,Poor,9.9,1.49,0.72,High
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Bus,46+,Female,Sightseeing,0,Clear,Good,2.99,1.07,0.099,Low
Imphal,Manipur,City,1,Low,5,Night,Cab,26-35,Male,Sightseeing,0,Clear,Good,2.9,2.72,0.327,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Night,Bus,36-45,Male,Trekking,0,Clear,Good,2.15,0.73,0.371,Medium
Imphal,Manipur,City,1,Low,1,Day,Trekking,46+,Male,Trekking,0,Clear,Good,2.21,0.86,0.371,Medium
Kohima,Nagaland,City,1,Low,5,Day,Bus,18-25,Female,Trekking,0,Clear,Good,2.43,2.62,0.184,Low
Kaziranga National Park,Assam,Wildlife,4,High,1,Day,Bike,26-35,Female,Trekking,0,Fog,Poor,11.35,0.65,0.968,Extreme
Aizawl,Mizoram,City,1,Low,5,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,2.64,0.62,0.101,Low
Gangtok,Sikkim,City,1,Low,5,Day,Bus,18-25,Female,Sightseeing,0,Rain,Good,2.66,1.8,0.209,Low
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,1.6,2,0.41,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,26-35,Female,Pilgrimage,0,Rain,Good,0.73,2.68,0.233,Low
Aizawl,Mizoram,City,1,Low,5,Day,Bus,18-25,Male,Sightseeing,0,Clear,Good,1.83,0.67,0.084,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Night,Bus,18-25,Male,Night Stay,0,Fog,Poor,7.81,0.75,0.995,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Bus,26-35,Male,Sightseeing,0,Clear,Good,1.09,1.78,0.119,Low
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Trekking,36-45,Female,Sightseeing,1,Clear,Poor,9.15,1.12,1,Extreme
Manas National Park,Assam,Wildlife,4,High,4,Night,Bus,26-35,Female,Night Stay,1,Clear,Poor,11.96,0.43,1,Extreme
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,46+,Female,Sightseeing,0,Clear,Good,1.78,2.79,0.35,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,46+,Male,Sightseeing,0,Rain,Moderate,4.29,0.98,0.463,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,26-35,Female,Trekking,0,Clear,Good,0.94,2.2,0.188,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,46+,Male,Pilgrimage,0,Clear,Poor,9.77,1.49,0.712,High
Aizawl,Mizoram,City,1,Low,4,Day,Cab,46+,Male,Pilgrimage,1,Clear,Good,2.41,1.44,0.353,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Bike,26-35,Male,Night Stay,0,Clear,Moderate,4.64,0.23,0.585,High
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,36-45,Female,Trekking,0,Clear,Good,2.95,0.85,0.192,Low
Manas National Park,Assam,Wildlife,4,High,5,Day,Cab,36-45,Male,Pilgrimage,0,Fog,Poor,11.67,0.28,0.745,High
Manas National Park,Assam,Wildlife,4,High,4,Night,Bus,26-35,Female,Night Stay,0,Clear,Poor,7.36,1.13,0.913,Extreme
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,36-45,Female,Pilgrimage,0,Clear,Moderate,2.14,1.71,0.385,Medium
Sela Pass,Arunachal Pradesh,High Pass,5,High,4,Day,Cab,46+,Female,Pilgrimage,1,Clear,Poor,11.54,0.73,0.908,Extreme
Majuli Island,Assam,Island,3,Medium,4,Day,Cab,46+,Female,Pilgrimage,0,Clear,Moderate,4.02,1.85,0.412,Medium
Kohima,Nagaland,City,1,Low,5,Day,Cab,26-35,Female,Sightseeing,1,Rain,Good,2.11,2.21,0.407,Medium
Gangtok,Sikkim,City,1,Low,4,Day,Cab,18-25,Female,Pilgrimage,0,Clear,Good,0.58,0.81,0.133,Low
Kohima,Nagaland,City,1,Low,3,Night,Bike,36-45,Female,Night Stay,0,Rain,Good,0.99,1.38,0.591,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,26-35,Female,Pilgrimage,0,Clear,Poor,11.31,0.9,0.702,High
Gangtok,Sikkim,City,1,Low,4,Day,Cab,18-25,Female,Trekking,0,Clear,Good,2.78,1.36,0.201,Low
Aizawl,Mizoram,City,1,Low,4,Night,Bus,26-35,Male,Night Stay,0,Clear,Good,2.98,1.76,0.378,Medium
Imphal,Manipur,City,1,Low,5,Night,Bus,18-25,Female,Night Stay,1,Clear,Good,1.3,1.72,0.567,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Cab,18-25,Male,Night Stay,0,Clear,Poor,9.04,1.4,0.748,High
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Bus,26-35,Male,Trekking,1,Clear,Poor,5.26,1.27,0.891,Extreme
Kohima,Nagaland,City,1,Low,3,Day,Cab,36-45,Female,Sightseeing,0,Clear,Good,0.93,2.05,0.172,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,26-35,Female,Pilgrimage,0,Clear,Good,2.62,2.24,0.12,Low
Majuli Island,Assam,Island,3,Medium,4,Day,Cab,18-25,Female,Trekking,1,Clear,Moderate,4.37,1.29,0.654,High
Shillong,Meghalaya,Hill City,2,Low,4,Night,Bus,46+,Male,Night Stay,0,Rain,Good,2.42,1.51,0.505,High
Tripura Sundari Temple,Tripura,Temple,1,Low,5,Night,Bus,46+,Male,Night Stay,0,Rain,Good,1.85,1.2,0.417,Medium
Kohima,Nagaland,City,1,Low,5,Night,Bus,36-45,Female,Night Stay,0,Clear,Good,2.47,2.6,0.368,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Cab,18-25,Male,Pilgrimage,1,Clear,Poor,5.28,0.32,0.875,Extreme
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Cab,18-25,Male,Trekking,1,Clear,Poor,7.28,0.54,1,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,4,Day,Bus,18-25,Male,Pilgrimage,1,Clear,Poor,10.96,0.83,0.877,Extreme
Sandakphu,West Bengal,Trek Peak,4,High,4,Night,Cab,26-35,Female,Trekking,0,Rain,Poor,7.05,0.68,0.987,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,36-45,Female,Trekking,0,Clear,Moderate,4.83,2.06,0.4,Medium
Majuli Island,Assam,Island,3,Medium,5,Day,Cab,26-35,Male,Trekking,0,Rain,Moderate,2.24,1.9,0.501,High
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Trekking,36-45,Female,Trekking,1,Clear,Good,0.91,1.68,0.505,High
Darjeeling,West Bengal,Hill Town,2,Low,4,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,2.07,1.71,0.442,Medium
Manas National Park,Assam,Wildlife,4,High,4,Day,Cab,36-45,Male,Sightseeing,0,Rain,Poor,11.3,0.88,0.771,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Cab,46+,Male,Pilgrimage,0,Clear,Moderate,4.87,0.7,0.425,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Trekking,18-25,Female,Trekking,0,Fog,Moderate,4.96,2.23,0.656,High
Kohima,Nagaland,City,1,Low,4,Day,Cab,18-25,Female,Trekking,0,Rain,Good,1.41,2.91,0.3,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,4,Night,Cab,36-45,Female,Night Stay,0,Rain,Good,2.71,1.05,0.496,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Night,Bus,36-45,Female,Night Stay,0,Clear,Poor,5.82,1.35,0.897,Extreme
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Bus,18-25,Male,Trekking,0,Fog,Good,1.99,2.4,0.283,Medium
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Day,Cab,46+,Female,Trekking,0,Rain,Good,0.87,2.53,0.274,Medium
Imphal,Manipur,City,1,Low,3,Night,Cab,46+,Male,Trekking,0,Rain,Good,2.02,2.85,0.519,High
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Bus,36-45,Male,Night Stay,0,Fog,Good,2.81,2.5,0.471,Medium
Manas National Park,Assam,Wildlife,4,High,5,Night,Bus,26-35,Male,Night Stay,1,Clear,Poor,9.01,1.21,1,Extreme
Imphal,Manipur,City,1,Low,1,Day,Bike,26-35,Male,Sightseeing,0,Clear,Good,2.32,1.97,0.312,Medium
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,26-35,Female,Night Stay,0,Clear,Poor,6.37,0.11,0.902,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,3,Day,Cab,46+,Male,Sightseeing,0,Clear,Good,1.02,0.8,0.201,Low
Darjeeling,West Bengal,Hill Town,2,Low,2,Day,Bus,46+,Female,Trekking,0,Clear,Good,0.78,1.51,0.216,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,18-25,Female,Trekking,0,Clear,Good,2.83,0.99,0.183,Low
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,36-45,Male,Pilgrimage,1,Clear,Poor,9.55,1.03,0.869,Extreme
Shillong,Meghalaya,Hill City,2,Low,2,Day,Bike,36-45,Male,Sightseeing,0,Clear,Good,0.85,1.34,0.304,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Day,Bus,26-35,Female,Pilgrimage,0,Rain,Good,1.42,2.92,0.29,Medium
Majuli Island,Assam,Island,3,Medium,2,Night,Trekking,18-25,Male,Night Stay,1,Clear,Moderate,2.39,2.43,0.967,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,4,Night,Bus,36-45,Female,Night Stay,0,Rain,Good,1.15,0.69,0.429,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Day,Cab,46+,Male,Pilgrimage,0,Clear,Good,1.19,0.92,0.193,Low
Majuli Island,Assam,Island,3,Medium,4,Day,Cab,46+,Female,Sightseeing,0,Clear,Moderate,5.78,0.45,0.412,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,1,Day,Trekking,18-25,Male,Night Stay,0,Clear,Moderate,5.62,2.4,0.653,High
Darjeeling,West Bengal,Hill Town,2,Low,5,Night,Bus,36-45,Female,Night Stay,0,Rain,Good,1.37,1.21,0.477,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,46+,Male,Trekking,0,Rain,Good,1.89,2.42,0.244,Low
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,26-35,Male,Pilgrimage,0,Clear,Poor,5.63,0.33,0.643,High
Kamakhya Temple,Assam,Temple,1,Low,3,Day,Cab,36-45,Female,Sightseeing,0,Clear,Good,2.26,1.66,0.16,Low
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Bus,18-25,Male,Sightseeing,1,Clear,Good,2.68,1.4,0.348,Medium
Nathula Pass,Sikkim,High Pass,5,High,2,Day,Cab,26-35,Female,Trekking,0,Clear,Poor,6.27,0.84,0.774,Extreme
Tripura Sundari Temple,Tripura,Temple,1,Low,1,Day,Trekking,46+,Female,Pilgrimage,0,Clear,Good,2.18,2.68,0.334,Medium
Darjeeling,West Bengal,Hill Town,2,Low,4,Day,Bus,36-45,Female,Pilgrimage,0,Rain,Good,1.1,0.85,0.205,Low
Manas National Park,Assam,Wildlife,4,High,4,Day,Bus,36-45,Female,Pilgrimage,0,Clear,Poor,10.29,1.21,0.677,High
Darjeeling,West Bengal,Hill Town,2,Low,1,Day,Bike,18-25,Female,Sightseeing,0,Rain,Good,2.85,0.67,0.441,Medium
Gangtok,Sikkim,City,1,Low,5,Day,Bus,18-25,Female,Trekking,0,Clear,Good,1.14,2.02,0.159,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Day,Bus,46+,Female,Trekking,0,Clear,Poor,10.7,0.64,0.692,High
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Cab,46+,Male,Trekking,0,Clear,Good,1.17,1.08,0.21,Low
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,26-35,Female,Sightseeing,0,Clear,Moderate,5.64,0.58,0.374,Medium
Shillong,Meghalaya,Hill City,2,Low,2,Day,Bike,18-25,Male,Pilgrimage,0,Rain,Good,0.76,1.53,0.386,Medium
Kaziranga National Park,Assam,Wildlife,4,High,3,Day,Bike,36-45,Male,Sightseeing,0,Clear,Poor,11.28,0.22,0.799,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Day,Bus,18-25,Male,Pilgrimage,0,Clear,Poor,8.16,1.33,0.675,High
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,46+,Female,Pilgrimage,1,Clear,Poor,8.78,0.69,0.877,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,3,Day,Cab,26-35,Female,Sightseeing,0,Rain,Moderate,4.04,1.35,0.495,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Cab,46+,Male,Pilgrimage,0,Clear,Moderate,5.39,1.73,0.366,Medium
Imphal,Manipur,City,1,Low,5,Day,Bus,26-35,Male,Night Stay,0,Clear,Good,1.57,1.74,0.145,Low
Sandakphu,West Bengal,Trek Peak,4,High,5,Night,Cab,36-45,Male,Night Stay,0,Clear,Poor,10.59,1.23,0.921,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,18-25,Female,Night Stay,0,Clear,Poor,11.55,0.7,0.935,Extreme
Shillong,Meghalaya,Hill City,2,Low,3,Day,Trekking,18-25,Female,Sightseeing,0,Clear,Good,2.83,1.95,0.319,Medium
Gangtok,Sikkim,City,1,Low,3,Day,Bus,26-35,Male,Trekking,0,Clear,Good,2.7,0.84,0.201,Low
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Bus,18-25,Female,Sightseeing,0,Rain,Good,2.57,1.97,0.232,Low
Imphal,Manipur,City,1,Low,2,Day,Bike,26-35,Male,Pilgrimage,0,Clear,Good,1.35,2.95,0.276,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,46+,Female,Sightseeing,0,Clear,Good,1.74,1.16,0.117,Low
Manas National Park,Assam,Wildlife,4,High,1,Night,Trekking,26-35,Female,Night Stay,1,Fog,Poor,10.29,0.78,1,Extreme
Shillong,Meghalaya,Hill City,2,Low,5,Day,Bus,36-45,Male,Sightseeing,0,Clear,Good,0.7,1.18,0.145,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Bus,36-45,Male,Pilgrimage,0,Clear,Poor,8.77,1.23,0.895,Extreme
Aizawl,Mizoram,City,1,Low,4,Day,Cab,46+,Female,Pilgrimage,0,Rain,Good,1.97,2.95,0.221,Low
Kamakhya Temple,Assam,Temple,1,Low,5,Day,Cab,26-35,Male,Sightseeing,0,Clear,Good,2.82,2.72,0.126,Low
Sandakphu,West Bengal,Trek Peak,4,High,3,Day,Bike,18-25,Female,Sightseeing,0,Clear,Poor,7.76,0.69,0.825,Extreme
Shillong,Meghalaya,Hill City,2,Low,4,Day,Bus,18-25,Female,Night Stay,1,Clear,Good,1.99,2.13,0.397,Medium
Gangtok,Sikkim,City,1,Low,5,Night,Cab,26-35,Male,Night Stay,0,Clear,Good,2.76,2.65,0.388,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,3,Day,Bike,18-25,Female,Pilgrimage,0,Rain,Good,1.56,1.41,0.345,Medium
Kaziranga National Park,Assam,Wildlife,4,High,5,Day,Bus,46+,Female,Night Stay,0,Rain,Poor,7.98,0.44,0.755,Extreme
Aizawl,Mizoram,City,1,Low,5,Day,Bus,46+,Male,Trekking,0,Clear,Good,2.08,2.01,0.178,Low
Kaziranga National Park,Assam,Wildlife,4,High,2,Day,Cab,46+,Male,Trekking,0,Clear,Poor,8.16,1.45,0.772,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,46+,Male,Night Stay,1,Clear,Poor,9.96,0.24,1,Extreme
Gangtok,Sikkim,City,1,Low,5,Night,Bus,46+,Male,Sightseeing,0,Rain,Good,1.79,1.49,0.404,Medium
Shillong,Meghalaya,Hill City,2,Low,5,Night,Bus,26-35,Male,Trekking,0,Clear,Good,2.74,2.83,0.387,Medium
Tripura Sundari Temple,Tripura,Temple,1,Low,2,Day,Bus,36-45,Male,Pilgrimage,0,Rain,Good,1.82,1.07,0.229,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Day,Bus,46+,Female,Pilgrimage,1,Fog,Poor,10.73,0.34,0.955,Extreme
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Day,Bus,36-45,Male,Sightseeing,0,Fog,Moderate,3.01,2.03,0.406,Medium
Manas National Park,Assam,Wildlife,4,High,5,Night,Bus,46+,Female,Night Stay,0,Clear,Poor,11.09,1.28,0.894,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,5,Night,Cab,26-35,Female,Night Stay,0,Rain,Good,2.21,2.05,0.475,Medium
Darjeeling,West Bengal,Hill Town,2,Low,5,Day,Cab,46+,Male,Trekking,0,Rain,Good,0.92,0.98,0.276,Medium
Cherrapunji,Meghalaya,Plateau,3,Medium,5,Night,Bus,18-25,Female,Night Stay,0,Clear,Moderate,4.43,1.09,0.585,High
Kohima,Nagaland,City,1,Low,5,Day,Bus,26-35,Male,Pilgrimage,0,Clear,Good,1.76,0.86,0.087,Low
Sela Pass,Arunachal Pradesh,High Pass,5,High,5,Night,Cab,36-45,Male,Sightseeing,0,Clear,Poor,8.6,1.1,0.893,Extreme
Nathula Pass,Sikkim,High Pass,5,High,5,Night,Bus,18-25,Female,Night Stay,0,Clear,Poor,7.52,0.47,0.914,Extreme
Imphal,Manipur,City,1,Low,4,Night,Bus,18-25,Female,Trekking,0,Rain,Good,2.13,2.78,0.461,Medium
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Cab,26-35,Female,Night Stay,0,Clear,Good,1.56,1.97,0.364,Medium
Manas National Park,Assam,Wildlife,4,High,5,Day,Bus,36-45,Female,Pilgrimage,1,Clear,Poor,8.15,0.29,0.815,Extreme
Majuli Island,Assam,Island,3,Medium,3,Night,Bus,46+,Female,Trekking,0,Clear,Moderate,4.37,0.57,0.65,High
Kamakhya Temple,Assam,Temple,1,Low,1,Night,Trekking,26-35,Male,Pilgrimage,0,Rain,Good,1.03,0.93,0.861,Extreme
Tawang Monastery,Arunachal Pradesh,Monastery,2,Low,1,Day,Trekking,26-35,Male,Sightseeing,0,Clear,Good,0.51,0.66,0.338,Medium
Aizawl,Mizoram,City,1,Low,4,Day,Cab,18-25,Male,Sightseeing,0,Clear,Good,2.51,1.7,0.13,Low
Majuli Island,Assam,Island,3,Medium,4,Day,Bus,36-45,Male,Night Stay,0,Clear,Moderate,5.59,0.87,0.416,Medium
Majuli Island,Assam,Island,3,Medium,4,Night,Cab,18-25,Female,Night Stay,0,Rain,Moderate,2.78,0.91,0.717,High
Kamakhya Temple,Assam,Temple,1,Low,5,Night,Bus,18-25,Male,Trekking,0,Rain,Good,2.79,0.51,0.42,Medium
Kohima,Nagaland,City,1,Low,3,Night,Cab,46+,Female,Sightseeing,0,Clear,Good,2.74,1.47,0.361,Medium
Aizawl,Mizoram,City,1,Low,5,Day,Cab,36-45,Female,Sightseeing,0,Clear,Good,2.97,0.5,0.113,Low
Aizawl,Mizoram,City,1,Low,4,Day,Cab,36-45,Female,Sightseeing,0,Clear,Good,1.57,1.87,0.132,Low
Aizawl,Mizoram,City,1,Low,5,Day,Bus,26-35,Female,Pilgrimage,0,Clear,Good,1.8,2.09,0.111,Low
